Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
3970,Sun Hat,75.0,21-09-2023,2.7,Cash
4094,Vest,129.0,07-02-2023,1.8,Credit Card
4002,Trousers,183.0,08-12-2022,2.2,Credit Card
3997,Belt,28.0,19-12-2022,4.4,Credit Card
3964,Umbrella,98.0,18-11-2022,4.2,Cash
4081,Onesie,86.0,15-06-2023,2.9,Credit Card
4088,Raincoat,118.0,08-07-2023,2.7,Credit Card
3986,Tunic,126.0,30-01-2023,4.1,Cash
3975,Vest,60.0,29-09-2023,3.7,Credit Card
4017,Vest,133.0,09-02-2023,4.6,Cash
4108,Flannel Shirt,101.0,12-09-2023,1.1,Cash
4105,Camisole,189.0,15-03-2023,1.5,Credit Card
4040,Cardigan,178.0,25-09-2023,3.4,Cash
4064,Cardigan,12.0,05-07-2023,2.3,Credit Card
4007,Tank Top,185.0,27-11-2022,1.1,Cash
4040,Socks,22.0,31-07-2023,1.3,Credit Card
4015,Tank Top,200.0,02-01-2023,3.8,Cash
3985,Sun Hat,83.0,05-10-2022,3.4,Cash
4040,Vest,68.0,05-03-2023,2.3,Credit Card
4015,Skirt,100.0,06-07-2023,4.7,Credit Card
3982,Blouse,58.0,06-06-2023,,Credit Card
4017,Leggings,183.0,11-06-2023,2.4,Credit Card
4062,Tunic,178.0,23-10-2022,2.8,Credit Card
4008,Slippers,45.0,10-05-2023,1.8,Credit Card
4053,Sweater,170.0,11-06-2023,3.7,Cash
4013,Romper,89.0,22-08-2023,1.1,Cash
3975,Blazer,18.0,15-04-2023,4.9,Credit Card
4077,Overalls,197.0,23-07-2023,3.2,Credit Card
4081,Coat,93.0,16-01-2023,2.5,Credit Card
3970,Sunglasses,54.0,30-01-2023,2.3,Credit Card
4068,Blouse,148.0,28-12-2022,1.1,Cash
3994,Bowtie,103.0,30-07-2023,1.7,Credit Card
4012,Tank Top,79.0,30-07-2023,2.7,Cash
4113,Onesie,75.0,14-07-2023,1.1,Credit Card
4073,Cardigan,133.0,10-05-2023,3.2,Credit Card
4002,Pants,85.0,01-04-2023,1.9,Cash
4056,Scarf,96.0,19-11-2022,1.5,Cash
4052,Scarf,129.0,03-04-2023,4.4,Credit Card
3991,Poncho,46.0,14-08-2023,,Credit Card
4074,Socks,67.0,31-10-2022,5.0,Credit Card
4006,Poncho,195.0,25-12-2022,1.7,Credit Card
4118,Backpack,111.0,25-03-2023,4.1,Credit Card
4048,T-shirt,152.0,29-05-2023,2.6,Cash
4026,Swimsuit,111.0,06-07-2023,4.0,Cash
4042,Sunglasses,126.0,27-02-2023,2.5,Credit Card
3989,Skirt,182.0,11-05-2023,4.5,Credit Card
3965,Umbrella,107.0,19-02-2023,4.0,Credit Card
4102,Pants,105.0,31-10-2022,3.1,Cash
4028,Belt,16.0,21-03-2023,2.9,Cash
3991,Umbrella,153.0,23-08-2023,2.8,Cash
3985,Coat,166.0,16-06-2023,1.7,Cash
4076,Sweater,26.0,03-04-2023,3.1,Cash
4074,Skirt,128.0,28-06-2023,2.9,Credit Card
4064,Raincoat,87.0,30-06-2023,4.6,Credit Card
4000,Onesie,39.0,08-01-2023,3.6,Credit Card
4013,Sweater,87.0,28-12-2022,3.5,Cash
4032,Shorts,39.0,15-03-2023,3.5,Credit Card
3997,Backpack,44.0,13-05-2023,4.8,Credit Card
4120,Trousers,104.0,30-09-2023,2.0,Credit Card
4113,Slippers,200.0,03-06-2023,2.9,Credit Card
4000,Belt,148.0,10-12-2022,,Cash
4104,Pants,200.0,27-04-2023,4.0,Credit Card
4098,Handbag,116.0,29-12-2022,3.6,Credit Card
4015,Camisole,135.0,11-10-2022,4.5,Credit Card
3979,Vest,81.0,19-06-2023,1.6,Cash
4090,Dress,123.0,23-04-2023,4.7,Cash
4082,Shorts,70.0,05-06-2023,2.3,Credit Card
4012,Boots,35.0,05-12-2022,4.6,Credit Card
4108,Vest,104.0,04-09-2023,2.8,Cash
4078,Kimono,175.0,28-07-2023,3.4,Cash
4075,Blazer,111.0,27-12-2022,4.2,Cash
4028,Tank Top,41.0,05-04-2023,3.0,Credit Card
3960,Loafers,126.0,07-03-2023,3.4,Credit Card
4020,Backpack,173.0,24-08-2023,2.8,Cash
4020,Poncho,15.0,14-03-2023,1.0,Credit Card
4068,Jumpsuit,42.0,12-11-2022,4.5,Cash
4105,Tank Top,62.0,28-07-2023,4.4,Credit Card
4108,Wallet,63.0,27-12-2022,2.0,Credit Card
3995,Hoodie,69.0,13-07-2023,1.5,Credit Card
4103,Jumpsuit,47.0,22-12-2022,3.6,Credit Card
3958,Overalls,162.0,29-12-2022,1.1,Cash
3968,Pajamas,47.0,30-03-2023,2.6,Credit Card
3967,Sneakers,148.0,06-10-2022,4.1,Credit Card
4077,Handbag,54.0,25-11-2022,3.9,Credit Card
3965,Bowtie,43.0,03-01-2023,1.5,Credit Card
4092,T-shirt,70.0,06-09-2023,4.0,Credit Card
4057,Shorts,14.0,23-08-2023,1.7,Cash
4072,Shorts,144.0,04-03-2023,1.4,Credit Card
3978,Wallet,102.0,11-07-2023,2.0,Credit Card
4099,Trench Coat,37.0,30-04-2023,2.8,Cash
3960,Gloves,66.0,06-01-2023,3.8,Cash
4061,Jeans,21.0,30-07-2023,3.4,Credit Card
4012,Slippers,178.0,07-02-2023,1.6,Cash
3990,Sunglasses,127.0,02-01-2023,1.9,Cash
4048,Sunglasses,17.0,28-08-2023,2.5,Cash
4018,Sneakers,112.0,17-11-2022,3.5,Credit Card
4122,Tank Top,37.0,27-12-2022,2.8,Cash
3980,Poncho,123.0,24-12-2022,4.0,Credit Card
4035,Hat,26.0,15-11-2022,1.1,Credit Card
4074,Onesie,159.0,20-07-2023,2.0,Credit Card
4103,Backpack,93.0,22-07-2023,4.0,Credit Card
4106,Tank Top,162.0,30-12-2022,2.6,Cash
3963,Belt,126.0,02-08-2023,1.7,Credit Card
4073,Blazer,120.0,07-10-2022,1.6,Cash
3992,Blouse,177.0,08-08-2023,4.5,Cash
4060,Skirt,151.0,26-09-2023,1.7,Cash
4004,Leggings,65.0,02-09-2023,1.7,Cash
4051,Jacket,68.0,03-05-2023,1.1,Credit Card
4117,Romper,126.0,21-04-2023,2.4,Credit Card
4075,Polo Shirt,196.0,28-12-2022,1.9,Credit Card
3957,Vest,180.0,17-05-2023,3.6,Cash
4117,Tank Top,49.0,22-10-2022,2.8,Credit Card
3975,Jeans,131.0,09-12-2022,4.6,Credit Card
4042,Sun Hat,33.0,24-04-2023,3.1,Credit Card
4092,Polo Shirt,200.0,02-10-2022,1.8,Credit Card
3965,Flannel Shirt,43.0,13-02-2023,2.6,Cash
4032,Kimono,160.0,26-03-2023,,Credit Card
4066,Jacket,153.0,28-10-2022,1.3,Credit Card
4026,Flannel Shirt,41.0,26-07-2023,3.1,Credit Card
4113,Slippers,180.0,04-04-2023,4.5,Credit Card
4095,Polo Shirt,118.0,10-05-2023,1.2,Credit Card
4104,Romper,194.0,09-01-2023,2.0,Cash
3977,Shorts,89.0,05-11-2022,3.6,Cash
4115,Tunic,157.0,03-06-2023,3.8,Cash
4042,Tunic,49.0,24-02-2023,1.2,Cash
3971,Scarf,67.0,29-08-2023,3.2,Cash
4088,Wallet,99.0,22-10-2022,,Credit Card
4050,Shorts,104.0,11-10-2022,4.3,Credit Card
3985,Loafers,67.0,12-08-2023,3.1,Credit Card
4055,Tank Top,153.0,09-11-2022,,Cash
4050,Hat,169.0,27-10-2022,3.3,Cash
4076,T-shirt,174.0,14-11-2022,2.9,Credit Card
4115,Sun Hat,165.0,23-07-2023,4.1,Credit Card
3967,Bowtie,187.0,22-01-2023,3.5,Credit Card
4050,Leggings,56.0,04-02-2023,1.5,Credit Card
4050,Shorts,89.0,09-04-2023,,Credit Card
4001,Dress,99.0,12-01-2023,3.2,Credit Card
4100,Sunglasses,154.0,15-08-2023,3.3,Credit Card
3974,Scarf,27.0,31-12-2022,1.4,Cash
4009,Coat,17.0,23-12-2022,4.2,Credit Card
4042,Sun Hat,106.0,27-05-2023,,Credit Card
4018,Sandals,97.0,18-11-2022,3.4,Cash
3986,Dress,93.0,01-08-2023,3.1,Cash
4079,Hoodie,155.0,23-01-2023,2.2,Credit Card
4105,Shorts,23.0,15-04-2023,2.0,Credit Card
4014,Blazer,22.0,22-09-2023,2.8,Cash
4039,Swimsuit,79.0,25-10-2022,4.8,Credit Card
4047,Polo Shirt,118.0,04-05-2023,2.3,Credit Card
4025,Coat,123.0,12-10-2022,2.9,Credit Card
4085,Belt,65.0,29-06-2023,1.3,Credit Card
4065,Wallet,39.0,14-12-2022,2.2,Cash
4027,T-shirt,38.0,26-05-2023,2.8,Cash
3970,Boots,183.0,07-06-2023,3.2,Credit Card
3973,Blazer,144.0,04-09-2023,4.1,Cash
4052,Dress,21.0,21-10-2022,1.9,Cash
4045,Flannel Shirt,163.0,15-03-2023,2.3,Cash
4081,Wallet,64.0,22-02-2023,3.4,Credit Card
4085,Polo Shirt,75.0,24-04-2023,1.6,Credit Card
4091,Bowtie,40.0,27-11-2022,4.1,Cash
4077,Sunglasses,54.0,04-05-2023,1.6,Cash
4093,Tank Top,68.0,01-06-2023,4.2,Cash
4031,Leggings,181.0,13-05-2023,2.1,Cash
4072,Flannel Shirt,28.0,07-12-2022,2.9,Cash
4115,Raincoat,199.0,20-04-2023,2.2,Credit Card
4005,Trench Coat,90.0,29-09-2023,2.7,Credit Card
4074,Scarf,156.0,28-06-2023,2.7,Credit Card
3979,Tank Top,173.0,01-04-2023,2.6,Credit Card
3977,Skirt,39.0,07-10-2022,2.4,Credit Card
4057,Wallet,93.0,09-10-2022,4.9,Cash
4030,Boots,127.0,17-03-2023,1.8,Cash
3976,Dress,102.0,26-01-2023,2.2,Cash
3999,Pants,72.0,29-12-2022,2.3,Credit Card
4027,Blazer,112.0,12-01-2023,1.8,Credit Card
3985,Scarf,111.0,17-02-2023,3.0,Credit Card
3994,Blouse,200.0,06-05-2023,1.4,Credit Card
4084,Loafers,95.0,17-11-2022,2.3,Credit Card
3995,Sun Hat,29.0,17-05-2023,3.9,Cash
4009,Scarf,39.0,07-05-2023,4.9,Credit Card
4090,Slippers,59.0,04-09-2023,,Cash
4117,Raincoat,99.0,16-12-2022,3.8,Credit Card
3962,Sneakers,175.0,24-01-2023,2.9,Cash
4032,Blouse,70.0,11-09-2023,3.4,Cash
4095,Flip-Flops,54.0,15-01-2023,2.1,Credit Card
3990,Belt,177.0,11-01-2023,4.7,Credit Card
4045,Sun Hat,170.0,29-11-2022,2.3,Credit Card
4064,Sandals,154.0,08-10-2022,2.7,Cash
4070,Sandals,124.0,27-08-2023,1.6,Cash
4122,Pajamas,154.0,14-08-2023,1.8,Credit Card
3962,Backpack,169.0,11-02-2023,,Credit Card
4031,Coat,170.0,23-02-2023,3.3,Cash
4005,Vest,122.0,01-10-2023,2.0,Cash
3962,Hoodie,87.0,12-05-2023,,Cash
4016,Sandals,161.0,04-03-2023,1.3,Cash
4122,Belt,89.0,12-01-2023,4.4,Credit Card
4042,Tank Top,19.0,21-11-2022,2.8,Cash
4105,Polo Shirt,29.0,29-03-2023,2.8,Cash
4044,Scarf,33.0,20-02-2023,3.7,Credit Card
4122,Jacket,139.0,26-02-2023,2.0,Credit Card
4040,Handbag,158.0,30-11-2022,1.1,Cash
4081,Camisole,199.0,10-01-2023,2.6,Cash
4108,Sneakers,125.0,25-05-2023,2.9,Cash
4092,Handbag,156.0,01-01-2023,,Credit Card
4097,Tank Top,92.0,27-05-2023,4.7,Cash
4070,Backpack,138.0,30-05-2023,1.1,Cash
3990,Sunglasses,97.0,05-04-2023,3.5,Cash
4035,Wallet,31.0,03-06-2023,3.3,Cash
4000,Backpack,54.0,05-05-2023,4.1,Cash
4015,Loafers,122.0,06-05-2023,1.4,Cash
4080,Coat,166.0,21-09-2023,3.4,Credit Card
4030,Pants,82.0,07-02-2023,2.7,Cash
3969,Leggings,96.0,07-08-2023,2.8,Cash
3994,Belt,23.0,28-02-2023,4.0,Credit Card
4047,Pajamas,175.0,02-01-2023,1.3,Cash
4029,Jeans,94.0,17-08-2023,2.4,Cash
3999,Boots,82.0,21-02-2023,2.7,Cash
4115,Jacket,178.0,09-05-2023,,Credit Card
3998,Sneakers,164.0,06-11-2022,1.0,Credit Card
4094,Shorts,95.0,01-06-2023,1.1,Credit Card
4003,Shorts,99.0,25-03-2023,1.9,Credit Card
4001,Umbrella,177.0,22-11-2022,2.3,Cash
3996,Sun Hat,110.0,20-06-2023,3.7,Credit Card
4017,Jacket,31.0,15-05-2023,4.5,Cash
3986,Trousers,106.0,12-10-2022,1.6,Credit Card
3967,Handbag,94.0,15-11-2022,1.8,Cash
4038,Hoodie,181.0,12-06-2023,1.1,Credit Card
4104,Swimsuit,199.0,15-08-2023,4.4,Cash
3989,Trousers,144.0,13-08-2023,3.2,Credit Card
4023,Sneakers,140.0,06-01-2023,1.9,Cash
4051,Pants,102.0,29-12-2022,2.2,Cash
4004,Gloves,64.0,04-03-2023,2.1,Credit Card
4009,Sneakers,134.0,24-09-2023,1.9,Credit Card
3965,Skirt,49.0,23-10-2022,2.8,Cash
4045,Gloves,35.0,25-02-2023,4.0,Cash
3994,Pajamas,148.0,15-07-2023,2.5,Credit Card
4052,Skirt,144.0,22-01-2023,2.6,Credit Card
4095,Hat,168.0,08-03-2023,1.4,Credit Card
4093,Camisole,51.0,15-02-2023,1.5,Cash
3988,Slippers,169.0,13-06-2023,3.4,Credit Card
3963,Kimono,52.0,27-12-2022,2.3,Cash
4060,Skirt,21.0,22-01-2023,4.9,Credit Card
4084,Flannel Shirt,183.0,16-02-2023,2.4,Credit Card
3994,Raincoat,123.0,27-03-2023,1.4,Cash
4074,Tank Top,124.0,09-05-2023,1.0,Cash
4038,Sunglasses,71.0,22-03-2023,2.6,Credit Card
3996,Cardigan,130.0,10-01-2023,2.4,Cash
3958,Sun Hat,59.0,15-06-2023,4.3,Credit Card
4096,Sneakers,156.0,19-04-2023,4.4,Cash
4086,Loafers,128.0,22-07-2023,5.0,Credit Card
4041,Skirt,107.0,09-02-2023,,Credit Card
4122,Sweater,117.0,19-05-2023,2.6,Credit Card
4032,Coat,61.0,20-07-2023,4.8,Cash
4078,Leggings,45.0,07-10-2022,3.6,Credit Card
4031,Tunic,23.0,25-12-2022,1.6,Credit Card
4103,Pajamas,105.0,03-04-2023,3.3,Credit Card
3994,Hat,36.0,01-03-2023,1.6,Credit Card
4101,Raincoat,142.0,03-07-2023,4.0,Credit Card
4070,Poncho,82.0,09-04-2023,,Cash
4079,Sun Hat,141.0,11-12-2022,1.6,Credit Card
3992,Vest,66.0,15-07-2023,4.0,Cash
4098,Onesie,99.0,19-07-2023,1.7,Cash
3986,Slippers,116.0,23-10-2022,1.4,Cash
3963,Sandals,70.0,19-09-2023,3.5,Cash
4059,T-shirt,30.0,29-05-2023,2.1,Cash
4115,Umbrella,17.0,29-12-2022,4.1,Cash
4013,Trench Coat,35.0,11-01-2023,4.6,Cash
4071,Romper,176.0,23-06-2023,,Cash
4048,Pants,47.0,12-05-2023,4.7,Cash
4040,Blouse,130.0,15-02-2023,3.4,Credit Card
3971,Pants,45.0,03-11-2022,1.6,Cash
4112,Pajamas,130.0,01-09-2023,,Credit Card
4121,Sunglasses,11.0,08-10-2022,1.4,Cash
4006,Poncho,14.0,03-10-2022,1.4,Cash
4106,Sneakers,48.0,02-08-2023,4.9,Cash
4091,Sweater,196.0,24-03-2023,3.1,Cash
4013,Camisole,118.0,26-01-2023,3.4,Cash
4007,Swimsuit,87.0,23-03-2023,4.6,Cash
3978,Jumpsuit,173.0,11-03-2023,3.5,Cash
4094,Boots,127.0,05-06-2023,2.9,Credit Card
3979,Loafers,137.0,30-12-2022,1.9,Credit Card
4088,Tie,14.0,17-11-2022,4.8,Credit Card
4057,Romper,157.0,20-04-2023,1.3,Credit Card
4006,Overalls,46.0,21-02-2023,,Cash
4082,Hat,10.0,30-01-2023,4.5,Cash
4038,Bowtie,71.0,15-03-2023,1.9,Cash
4111,Raincoat,57.0,31-07-2023,3.6,Credit Card
4111,Overalls,31.0,06-08-2023,4.9,Credit Card
4087,Trench Coat,102.0,10-10-2022,3.1,Cash
4049,Sneakers,139.0,26-07-2023,1.5,Credit Card
4058,Belt,139.0,22-01-2023,3.6,Cash
3994,Flannel Shirt,109.0,03-06-2023,4.7,Credit Card
4066,Romper,21.0,02-07-2023,,Cash
4051,Gloves,105.0,10-11-2022,2.5,Credit Card
4055,Blazer,14.0,13-02-2023,,Cash
4052,Handbag,27.0,11-09-2023,1.7,Cash
3960,Hoodie,197.0,08-05-2023,1.1,Cash
4029,Blazer,36.0,27-10-2022,1.6,Cash
4045,Tie,198.0,07-03-2023,3.3,Cash
4046,Jumpsuit,44.0,09-06-2023,2.4,Cash
4071,Hoodie,174.0,23-08-2023,2.8,Credit Card
3979,Hoodie,128.0,19-11-2022,1.5,Credit Card
4012,Jacket,132.0,01-03-2023,4.1,Cash
4070,Camisole,44.0,23-01-2023,2.3,Cash
4070,Hoodie,127.0,17-06-2023,2.9,Credit Card
3998,Sunglasses,61.0,13-02-2023,2.4,Credit Card
4065,Sweater,90.0,20-02-2023,1.3,Cash
4063,Hoodie,141.0,18-01-2023,3.6,Credit Card
3992,Poncho,149.0,24-05-2023,1.5,Cash
4107,Cardigan,19.0,28-10-2022,2.8,Credit Card
4110,Sun Hat,58.0,22-04-2023,3.2,Cash
3979,Kimono,22.0,12-04-2023,4.5,Credit Card
3993,T-shirt,94.0,13-11-2022,2.7,Cash
4010,Belt,104.0,06-07-2023,1.3,Credit Card
4034,Umbrella,112.0,21-05-2023,3.0,Credit Card
4078,Trench Coat,108.0,31-08-2023,4.8,Credit Card
4091,Camisole,57.0,30-03-2023,1.8,Cash
4042,Blouse,137.0,02-05-2023,1.9,Credit Card
3973,Onesie,142.0,10-02-2023,,Cash
4108,Kimono,31.0,02-05-2023,2.4,Cash
4053,Trench Coat,30.0,29-05-2023,1.6,Cash
3979,Umbrella,56.0,08-12-2022,3.1,Credit Card
3958,Umbrella,92.0,14-09-2023,2.5,Credit Card
4120,Tank Top,85.0,29-01-2023,2.5,Cash
4026,Shorts,164.0,26-04-2023,1.7,Credit Card
4063,Vest,52.0,12-07-2023,3.5,Cash
4001,T-shirt,99.0,05-11-2022,4.0,Credit Card
4099,Flip-Flops,196.0,08-04-2023,4.8,Credit Card
4075,Socks,100.0,04-09-2023,4.4,Credit Card
4102,Poncho,121.0,03-03-2023,4.8,Credit Card
3992,T-shirt,24.0,22-09-2023,2.2,Credit Card
4004,Belt,103.0,24-06-2023,2.9,Cash
4054,Tank Top,183.0,10-04-2023,4.8,Credit Card
4082,Raincoat,183.0,21-07-2023,4.7,Credit Card
3967,Boots,18.0,19-10-2022,4.8,Cash
4106,Wallet,175.0,17-12-2022,1.6,Credit Card
4034,Flannel Shirt,108.0,21-05-2023,4.1,Cash
4083,Umbrella,18.0,02-06-2023,4.8,Cash
4100,Loafers,183.0,23-09-2023,4.1,Credit Card
4075,Dress,104.0,26-12-2022,2.6,Credit Card
4014,Loafers,29.0,24-07-2023,4.3,Cash
3963,Bowtie,145.0,27-11-2022,,Cash
3957,Coat,90.0,07-10-2022,2.1,Credit Card
3996,Umbrella,73.0,23-06-2023,1.5,Cash
4024,Tunic,16.0,08-03-2023,4.8,Cash
4033,Flannel Shirt,137.0,22-03-2023,2.8,Cash
4120,Gloves,153.0,22-10-2022,4.0,Cash
4077,Jacket,190.0,22-05-2023,2.2,Credit Card
3988,Swimsuit,166.0,30-08-2023,3.5,Credit Card
4030,Blouse,135.0,16-07-2023,3.6,Cash
4063,Trench Coat,44.0,17-04-2023,1.5,Credit Card
4002,Raincoat,125.0,12-10-2022,2.8,Credit Card
4122,Belt,32.0,30-01-2023,4.6,Cash
4019,Kimono,91.0,06-04-2023,2.1,Cash
3964,Pajamas,191.0,30-04-2023,2.5,Credit Card
4027,Swimsuit,86.0,19-10-2022,3.3,Cash
4083,Shorts,192.0,23-03-2023,3.8,Cash
3974,Trousers,189.0,20-10-2022,4.0,Cash
4110,Umbrella,102.0,26-01-2023,1.4,Credit Card
4049,Boots,41.0,28-09-2023,3.4,Cash
4105,Polo Shirt,45.0,05-02-2023,2.5,Cash
4080,Jumpsuit,136.0,17-05-2023,3.7,Cash
4068,Cardigan,104.0,07-05-2023,3.6,Credit Card
4023,Blazer,151.0,01-08-2023,2.1,Credit Card
4078,Cardigan,26.0,04-02-2023,3.0,Credit Card
3987,Sandals,193.0,18-01-2023,4.3,Credit Card
4052,Scarf,144.0,15-10-2022,1.3,Cash
4088,T-shirt,114.0,22-04-2023,4.2,Credit Card
4104,Poncho,28.0,06-06-2023,3.0,Credit Card
4023,Sunglasses,28.0,15-05-2023,4.1,Credit Card
3998,Vest,184.0,07-09-2023,3.2,Cash
4105,Scarf,42.0,18-01-2023,2.5,Credit Card
3971,Blazer,151.0,13-10-2022,4.7,Credit Card
3994,Backpack,56.0,27-04-2023,3.4,Cash
4038,Trench Coat,43.0,31-05-2023,4.2,Cash
4075,Dress,24.0,25-09-2023,3.3,Credit Card
3991,Overalls,142.0,02-12-2022,4.1,Credit Card
3970,Sweater,191.0,03-01-2023,4.0,Cash
4026,Raincoat,142.0,03-01-2023,4.2,Credit Card
4049,T-shirt,30.0,05-05-2023,3.3,Credit Card
4064,Flip-Flops,172.0,30-04-2023,4.8,Credit Card
4119,Overalls,80.0,02-06-2023,3.5,Cash
3969,Blazer,146.0,26-08-2023,,Cash
4031,Skirt,161.0,12-11-2022,1.4,Credit Card
4092,T-shirt,49.0,12-08-2023,4.2,Credit Card
3976,Camisole,164.0,21-06-2023,4.3,Credit Card
4088,Hat,154.0,21-05-2023,4.9,Cash
4117,Raincoat,30.0,29-08-2023,,Credit Card
3981,Skirt,157.0,10-05-2023,4.2,Cash
4110,Belt,63.0,19-03-2023,4.1,Credit Card
3999,Kimono,116.0,21-01-2023,2.3,Cash
4096,Socks,17.0,16-06-2023,2.4,Credit Card
4039,Hoodie,170.0,19-03-2023,4.4,Credit Card
4037,Flannel Shirt,174.0,13-09-2023,2.3,Credit Card
4034,Trench Coat,133.0,04-08-2023,4.0,Credit Card
4026,Pants,185.0,25-10-2022,1.9,Credit Card
4049,Tie,126.0,18-04-2023,1.4,Cash
4105,T-shirt,133.0,22-07-2023,2.5,Credit Card
4047,Pants,97.0,02-05-2023,3.8,Cash
3993,Jumpsuit,90.0,14-01-2023,4.2,Credit Card
3960,Wallet,91.0,06-03-2023,4.0,Credit Card
3992,Sandals,98.0,15-09-2023,2.3,Credit Card
4089,Gloves,43.0,27-12-2022,3.3,Cash
4029,Onesie,141.0,23-09-2023,3.8,Credit Card
4052,Vest,91.0,22-06-2023,4.0,Cash
4081,Swimsuit,41.0,22-09-2023,2.6,Credit Card
4062,Blazer,73.0,14-08-2023,1.8,Cash
3983,Hat,167.0,24-04-2023,2.1,Credit Card
4012,Polo Shirt,50.0,14-10-2022,3.1,Credit Card
3996,Sneakers,157.0,12-03-2023,4.7,Credit Card
4085,Skirt,58.0,24-08-2023,4.8,Credit Card
4013,Bowtie,137.0,16-03-2023,4.5,Cash
4005,Wallet,129.0,13-10-2022,3.3,Credit Card
4100,Bowtie,88.0,10-09-2023,,Credit Card
4114,Coat,33.0,24-08-2023,2.8,Credit Card
4091,Blouse,139.0,05-03-2023,,Credit Card
4093,Raincoat,71.0,21-07-2023,3.7,Cash
4098,Poncho,100.0,11-12-2022,3.0,Cash
4063,T-shirt,162.0,01-12-2022,1.9,Credit Card
4074,Raincoat,177.0,22-09-2023,1.9,Cash
3976,Romper,83.0,23-05-2023,,Credit Card
3986,Socks,37.0,01-11-2022,1.1,Credit Card
3990,Shorts,77.0,13-02-2023,4.4,Credit Card
3961,Socks,113.0,29-08-2023,3.2,Cash
4079,Cardigan,112.0,16-07-2023,2.6,Cash
4036,Blouse,102.0,25-09-2023,4.6,Cash
4049,Vest,28.0,10-11-2022,4.0,Credit Card
3992,Tie,125.0,08-07-2023,4.9,Cash
4070,Poncho,81.0,25-04-2023,2.1,Cash
4109,Trousers,169.0,16-09-2023,4.6,Credit Card
4090,Dress,40.0,16-05-2023,2.3,Credit Card
4034,Socks,96.0,20-04-2023,2.0,Credit Card
3964,Onesie,103.0,15-01-2023,1.5,Cash
3987,Wallet,60.0,05-01-2023,4.1,Cash
4013,Sneakers,112.0,02-11-2022,2.9,Credit Card
3989,Shorts,21.0,06-11-2022,4.2,Credit Card
4015,Kimono,131.0,24-12-2022,3.6,Cash
4035,Sun Hat,48.0,24-07-2023,4.9,Credit Card
3989,Kimono,141.0,13-09-2023,3.3,Credit Card
3990,Romper,91.0,01-06-2023,3.0,Cash
4065,Leggings,199.0,26-07-2023,3.2,Credit Card
3985,Tunic,161.0,26-07-2023,1.2,Cash
3976,Tunic,140.0,31-12-2022,4.5,Credit Card
3961,Jumpsuit,191.0,19-06-2023,3.7,Cash
4080,Vest,131.0,13-08-2023,,Credit Card
4067,Trench Coat,104.0,12-11-2022,3.3,Credit Card
3967,Camisole,38.0,11-09-2023,3.9,Credit Card
4007,Poncho,159.0,19-07-2023,3.0,Cash
3984,Pajamas,195.0,03-07-2023,4.8,Cash
3965,Blouse,171.0,22-12-2022,1.9,Cash
4108,Skirt,177.0,02-12-2022,2.3,Cash
3972,Jeans,158.0,16-07-2023,4.5,Cash
4077,Blouse,194.0,19-12-2022,1.6,Credit Card
4021,Raincoat,144.0,26-09-2023,1.0,Cash
3968,Trench Coat,168.0,16-03-2023,3.8,Cash
3973,T-shirt,107.0,14-01-2023,1.5,Credit Card
3959,Umbrella,18.0,27-05-2023,3.9,Credit Card
3981,Boots,189.0,17-11-2022,2.0,Credit Card
4009,Trousers,48.0,02-07-2023,3.0,Credit Card
4107,Belt,62.0,06-05-2023,1.4,Credit Card
4008,Loafers,166.0,08-03-2023,3.3,Credit Card
4004,Poncho,198.0,10-08-2023,2.5,Cash
4046,T-shirt,190.0,13-02-2023,3.8,Cash
3980,Onesie,93.0,27-04-2023,,Cash
3994,Cardigan,132.0,29-07-2023,3.8,Credit Card
4028,Cardigan,90.0,28-02-2023,3.0,Credit Card
4105,Kimono,127.0,21-12-2022,2.6,Credit Card
4046,Hoodie,97.0,17-10-2022,4.9,Cash
4047,Tunic,183.0,15-01-2023,2.4,Cash
3998,Belt,194.0,23-09-2023,3.1,Credit Card
4085,Boots,187.0,31-07-2023,,Cash
4113,Flip-Flops,133.0,03-07-2023,4.9,Credit Card
4086,Camisole,152.0,07-09-2023,1.7,Credit Card
4102,Trench Coat,86.0,30-01-2023,3.1,Cash
3974,Hat,190.0,15-11-2022,,Credit Card
3982,Boots,190.0,12-09-2023,1.1,Cash
4105,Sneakers,132.0,31-01-2023,3.3,Credit Card
3960,Jumpsuit,194.0,18-03-2023,4.8,Cash
4092,Shorts,41.0,05-03-2023,3.5,Credit Card
4012,Sandals,149.0,18-09-2023,1.9,Credit Card
4006,Tank Top,111.0,25-08-2023,4.5,Credit Card
4029,Boots,47.0,05-08-2023,3.4,Credit Card
4000,Wallet,83.0,21-09-2023,4.6,Cash
4094,Belt,30.0,11-10-2022,4.5,Cash
3958,Socks,123.0,28-11-2022,1.6,Cash
3982,Onesie,132.0,23-02-2023,1.1,Cash
4011,Romper,147.0,03-04-2023,,Credit Card
4086,Skirt,153.0,18-07-2023,4.8,Credit Card
4078,Tank Top,45.0,10-08-2023,4.2,Credit Card
4107,Trench Coat,71.0,20-05-2023,1.7,Cash
4004,Flip-Flops,181.0,15-10-2022,4.6,Credit Card
4069,Hat,67.0,14-04-2023,3.4,Cash
3984,Socks,23.0,04-08-2023,4.7,Credit Card
4047,Handbag,130.0,03-11-2022,2.6,Credit Card
4065,Pants,11.0,25-03-2023,2.4,Credit Card
